package_name	version	family	file	line	matched_text	context
@automattic/yara	2.6.3	NAN_NEWBUFFER	package/src/yara.cc	842	Nan::NewBuffer(	"					matches_it != rule_match->matches.end();
					matches_it++) {
				Local<String> match = Nan::New((*matches_it).c_str()).ToLocalChecked();
				Nan::Set(matches, matches_index++, match);
			}

			Local<Array> datas = Nan::New<Array>();
			int datas_index = 0;

			for (std::list<MatchData*>::iterator datas_it = rule_match->datas.begin();
					datas_it != rule_match->datas.end();
					datas_it++) {
				Local<Object> data = Nan::NewBuffer((char*) (*datas_it)->bytes, (*datas_it)->length).ToLocalChecked();
				Nan::Set(datas, datas_index++, data);
			}

			Nan::Set(rule, Nan::New(""id"").ToLocalChecked(), Nan::New(rule_match->id.c_str()).ToLocalChecked());
			Nan::Set(rule, Nan::New(""tags"").ToLocalChecked(), tags);
			Nan::Set(rule, Nan::New(""metas"").ToLocalChecked(), metas);
			Nan::Set(rule, Nan::New(""matches"").ToLocalChecked(), matches);
			Nan::Set(rule, Nan::New(""datas"").ToLocalChecked(), datas);

			Nan::Set(rules, rules_index++, rule);
		}
"
webworker-threads	0.7.17	NAN_NEWBUFFER	package/src/bson.cc	545	Nan::NewBuffer(	"			Local<Value> argv[] = { ReadObjectId() };
            return Nan::NewInstance(Nan::New(bson->objectIDConstructor), 1, argv).ToLocalChecked();
		}

	case BSON_TYPE_BINARY:
		{
			uint32_t length = ReadUInt32();
			uint32_t subType = ReadByte();
			if(subType == 0x02) {
				length = ReadInt32();
			}

            Local<Object> buffer = Nan::NewBuffer(p, length).ToLocalChecked();
			p += length;

            Local<Value> argv[] = { buffer, Nan::New<Uint32>(subType) };
            return Nan::NewInstance(Nan::New(bson->binaryConstructor), 2, argv).ToLocalChecked();
		}

	case BSON_TYPE_LONG:
		{
			// Read 32 bit integers
			int32_t lowBits = (int32_t) ReadInt32();
			int32_t highBits = (int32_t) ReadInt32();
"
webworker-threads	0.7.17	NAN_NEWBUFFER	package/src/bson.cc	929	Nan::NewBuffer(	"	}
	catch(char *err_msg)
	{
		free(serialized_object);
        Local<String> error = Nan::New<String>(err_msg).ToLocalChecked();
		free(err_msg);
        return Nan::ThrowError(error);
	}

	// If we have 3 arguments
    if(info.Length() == 3 || info.Length() == 4)
	{
        Local<Object> buffer = Nan::NewBuffer(serialized_object, object_size).ToLocalChecked();
		free(serialized_object);
        info.GetReturnValue().Set(buffer);
	}
	else
	{
		Local<Value> bin_value = Nan::Encode(serialized_object, object_size, (Nan::Encoding)BINARY)->ToString();
		free(serialized_object);
        info.GetReturnValue().Set(bin_value);
	}
}

NAN_METHOD(BSON::CalculateObjectSize)"
infinitysqlite	1.3.10	NAPI_BUFFER_NEW	package/src/binder.cpp	81	Napi::Buffer<uint8_t>::New(	"      return Napi::Number::New(env, static_cast<double>(v));
    }
    case SQLITE_FLOAT:
      return Napi::Number::New(env, sqlite3_column_double(stmt, column));
    case SQLITE_TEXT: {
      const unsigned char *text = sqlite3_column_text(stmt, column);
      int len = sqlite3_column_bytes(stmt, column);
      return Napi::String::New(env, reinterpret_cast<const char *>(text), len);
    }
    case SQLITE_BLOB: {
      const void *blob = sqlite3_column_blob(stmt, column);
      int len = sqlite3_column_bytes(stmt, column);
      Napi::Buffer<uint8_t> buf = Napi::Buffer<uint8_t>::New(env, len);
      if (len > 0) std::memcpy(buf.Data(), blob, len);
      return buf;
    }
    case SQLITE_NULL:
    default:
      return env.Null();
  }
}

const char *ErrorCodeName(int code) {
  switch (code) {
    case SQLITE_CONSTRAINT_UNIQUE: return ""SQLITE_CONSTRAINT_UNIQUE"";"
infinitysqlite	1.3.10	NAPI_BUFFER_NEW	package/src/binder.cpp	146	Napi::Buffer<uint8_t>::New(	"      return Napi::Number::New(env, static_cast<double>(v));
    }
    case SQLITE_FLOAT:
      return Napi::Number::New(env, sqlite3_value_double(value));
    case SQLITE_TEXT: {
      const unsigned char *text = sqlite3_value_text(value);
      int len = sqlite3_value_bytes(value);
      return Napi::String::New(env, reinterpret_cast<const char *>(text), len);
    }
    case SQLITE_BLOB: {
      const void *blob = sqlite3_value_blob(value);
      int len = sqlite3_value_bytes(value);
      Napi::Buffer<uint8_t> buf = Napi::Buffer<uint8_t>::New(env, len);
      if (len > 0) std::memcpy(buf.Data(), blob, len);
      return buf;
    }
    case SQLITE_NULL:
    default:
      return env.Null();
  }
}

void SetSqliteResult(sqlite3_context *ctx, Napi::Env env, const Napi::Value &value) {
  if (value.IsNull() || value.IsUndefined()) {
    sqlite3_result_null(ctx);"
infinitysqlite	1.3.10	NAPI_BUFFER_NEW	package/src/database.cpp	372	Napi::Buffer<uint8_t>::New(	"}

Napi::Value InfinityDatabase::Serialize(const Napi::CallbackInfo &info) {
  Napi::Env env = info.Env();
  if (!open_ || !handle_) {
    Napi::Error::New(env, ""Database connection is not open"").ThrowAsJavaScriptException();
    return env.Undefined();
  }
  sqlite3_int64 size = 0;
  unsigned char *data = sqlite3_serialize(handle_, ""main"", &size, 0);
  if (!data) {
    if (size == 0) {
      return Napi::Buffer<uint8_t>::New(env, 0);
    }
    Napi::Error::New(env, ""Failed to serialize database"").ThrowAsJavaScriptException();
    return env.Undefined();
  }
  Napi::Buffer<uint8_t> buffer = Napi::Buffer<uint8_t>::Copy(env, data, static_cast<size_t>(size));
  sqlite3_free(data);
  return buffer;
}

Napi::Value InfinityDatabase::Deserialize(const Napi::CallbackInfo &info) {
  Napi::Env env = info.Env();
  if (!open_ || !handle_) {"
gdal-async	3.12.3	NAN_NEWBUFFER	package/src/gdal_memfile.cpp	235	Nan::NewBuffer(	"    // the file comes from a named buffer and the buffer is owned by Node
    // -> a reference to the existing buffer is returned
    Memfile *mem = memfile_collection.find(data)->second;
    memfile_collection.erase(mem->data);
    VSIUnlink(mem->filename.c_str());
    info.GetReturnValue().Set(Nan::New(*mem->persistent));
    delete mem;
  } else {
    // the file has been created by GDAL and the buffer is owned by GDAL
    // -> a new Buffer is constructed and GDAL has to relinquish control
    // The GC will call the lambda at some point to free the backing storage
    VSIGetMemFileBuffer(filename.c_str(), &len, true);
    info.GetReturnValue().Set(Nan::NewBuffer(
                                static_cast<char *>(data),
                                static_cast<size_t>(len),
                                [](char *data, void *) {
                                  // If the returned internal buffer is tracked towards the heap
                                  // signal the GC that we are releasing the amount we
                                  // initially counted - even if by now this amount might be
                                  // different
                                  std::map<void *, size_t>::iterator b =
                                    Memfile::tracked_buffers.find(static_cast<void *>(data));
                                  if (b != Memfile::tracked_buffers.end()) {
                                    Nan::AdjustExternalMemory(-(static_cast<int>(b->second)));
                                    Memfile::tracked_buffers.erase(b);"
gdal-async	3.12.3	NAN_NEWBUFFER	package/src/geometry/gdal_geometry.cpp	1195	Nan::NewBuffer(	"    if (err) {
      free(data);
      throw getOGRErrMsg(err);
    }
    return data;
  };

  Nan::AdjustExternalMemory(size);

  job.rval = [size](unsigned char *data, const GetFromPersistentFunc &) {
    Nan::EscapableHandleScope scope;
    int *hint = new int{static_cast<int>(size)};
    Local<Value> result = Nan::NewBuffer(
                            reinterpret_cast<char *>(data),
                            size,
                            [](char *data, void *hint) {
                              int *size = reinterpret_cast<int *>(hint);
                              Nan::AdjustExternalMemory(-(*size));
                              delete size;
                              free(data);
                            },
                            hint)
                            .ToLocalChecked();
    return scope.Escape(result);
  };"
gdal-async	3.12.3	NAN_NEWBUFFER	package/src/utils/typed_array.cpp	119	Nan::NewBuffer(	"    case GDT_Float16: name = ""Float16Array""; break;
#endif
    case GDT_Float32: name = ""Float32Array""; break;
    case GDT_Float64: name = ""Float64Array""; break;
    default: throw ""Unsupported array type"";
  }

  size_t size = GDALGetDataTypeSizeBytes(type);
  if (size == 0) { throw ""Invalid GDAL data type""; }

  // make ArrayBuffer with external storage by creating a Node.js Buffer w/ an empty free callback
  Local<Object> buffer =
    Nan::NewBuffer(reinterpret_cast<char *>(data), length * size, [](char *, void *) {}, nullptr).ToLocalChecked();

  if (buffer.IsEmpty() || !buffer->IsObject()) { throw ""Error getting creating Node.js Buffer""; }

  // get the underlying ArrayBuffer
  Local<Value> underlyingAB = Nan::Get(buffer, Nan::New(""buffer"").ToLocalChecked()).ToLocalChecked();

  // make TypedArray
  Local<Value> val = Nan::Get(global, Nan::New(name).ToLocalChecked()).ToLocalChecked();
  if (val.IsEmpty() || !val->IsFunction()) { throw ""Error getting typed array constructor""; }
  Local<Function> constructor = val.As<Function>();

  Local<Object> array = Nan::NewInstance(constructor, 1, &underlyingAB).ToLocalChecked();"
gdal-async	3.12.3	NAN_COPYBUFFER	package/src/collections/feature_fields.cpp	585	Nan::CopyBuffer(	"  Nan::EscapableHandleScope scope;

  int count_of_bytes = 0;

  char *data = (char *)feature->GetFieldAsBinary(field_index, &count_of_bytes);

  if (count_of_bytes > 0) {
    // GDAL Feature->GetFieldAsBinary returns a pointer to an internal buffer
    // that should not be freed
    // The lifetime of this internal buffer does not match the lifetime of
    // the returned buffer
    // So we copy
    return scope.Escape(Nan::CopyBuffer(data, count_of_bytes).ToLocalChecked());
  }

  return scope.Escape(Nan::Undefined());
}

Local<Value> FeatureFields::getFieldAsDateTime(OGRFeature *feature, int field_index) {
  Nan::EscapableHandleScope scope;

  int year, month, day, hour, minute, second, timezone;

  year = month = day = hour = minute = second = timezone = 0;
"
vscode-sqlite3	4.0.11	NAN_COPYBUFFER	package/src/statement.cc	772	Nan::CopyBuffer(	"
        switch (field->type) {
            case SQLITE_INTEGER: {
                value = Nan::New<Number>(((Values::Integer*)field)->value);
            } break;
            case SQLITE_FLOAT: {
                value = Nan::New<Number>(((Values::Float*)field)->value);
            } break;
            case SQLITE_TEXT: {
                value = Nan::New<String>(((Values::Text*)field)->value.c_str(), ((Values::Text*)field)->value.size()).ToLocalChecked();
            } break;
            case SQLITE_BLOB: {
                value = Nan::CopyBuffer(((Values::Blob*)field)->value, ((Values::Blob*)field)->length).ToLocalChecked();
            } break;
            case SQLITE_NULL: {
                value = Nan::Null();
            } break;
        }

        Nan::Set(result, Nan::New(field->name.c_str()).ToLocalChecked(), value);

        DELETE_FIELD(field);
    }

    return scope.Escape(result);"
node-openjtalk-binding	1.3.0	NAPI_BUFFER_NEW	package/addon.cc	44	Napi::Buffer<signed short>::New(	"
using DataType = variant<Wave, const char *>;
void CallJs(Napi::Env env, Napi::Function callback, Context *context,
            DataType *data)
{
  if (env != nullptr)
  {
    if (callback != nullptr)
    {
      if (holds_alternative<Wave>(*data))
      {
        auto wave = get<Wave>(*data);
        auto buffer = Napi::Buffer<signed short>::New(
            env, wave.value, wave.length, [](Napi::Env, signed short *pcm) {
              free(pcm);
            });
        callback.Call(context->Value(), {env.Null(), buffer, Napi::Number::New(env, wave.sampling_frequency)});
      }
      else
      {
        auto msg = get<const char *>(*data);
        callback.Call(context->Value(), {Napi::Error::New(env, msg).Value()});
      }
    }
  }"
yencode	1.2.4	V8_NODE_BUFFER	package/src/yencode.cc	71	node::Buffer::New(	"#  define NEW_STRING(s) String::NewFromOneByte(isolate, (const uint8_t*)(s), NewStringType::kNormal).ToLocalChecked()
#  define RETURN_ERROR(e) { isolate->ThrowException(Exception::Error(String::NewFromOneByte(isolate, (const uint8_t*)(e), NewStringType::kNormal).ToLocalChecked())); return; }
#  define ARG_TO_INT(a) (a).As<Integer>()->Value()
#  define ARG_TO_BOOL(a) (a).As<Boolean>()->Value()
# else
#  define NEW_STRING(s) String::NewFromUtf8(isolate, s)
#  define RETURN_ERROR(e) { isolate->ThrowException(Exception::Error(String::NewFromUtf8(isolate, e))); return; }
#  define ARG_TO_INT(a) (a)->ToInteger()->Value()
#  define ARG_TO_BOOL(a) (a)->ToBoolean()->Value()
# endif
# define NEW_OBJECT Object::New(isolate)
# if NODE_VERSION_AT_LEAST(3, 0, 0) // iojs3
#  define NEW_BUFFER(...) node::Buffer::New(ISOLATE __VA_ARGS__).ToLocalChecked()
# else
#  define NEW_BUFFER(...) node::Buffer::New(ISOLATE __VA_ARGS__)
# endif

# define RETURN_VAL(v) { args.GetReturnValue().Set(v); return; }
# define RETURN_UNDEF return
# define ISOLATE isolate,
//# define MARK_EXT_MEM isolate->AdjustAmountOfExternalAllocatedMemory
# define MARK_EXT_MEM(x)

#else
// for node 0.10.x"
yencode	1.2.4	V8_NODE_BUFFER	package/src/yencode.cc	73	node::Buffer::New(	"#  define ARG_TO_INT(a) (a).As<Integer>()->Value()
#  define ARG_TO_BOOL(a) (a).As<Boolean>()->Value()
# else
#  define NEW_STRING(s) String::NewFromUtf8(isolate, s)
#  define RETURN_ERROR(e) { isolate->ThrowException(Exception::Error(String::NewFromUtf8(isolate, e))); return; }
#  define ARG_TO_INT(a) (a)->ToInteger()->Value()
#  define ARG_TO_BOOL(a) (a)->ToBoolean()->Value()
# endif
# define NEW_OBJECT Object::New(isolate)
# if NODE_VERSION_AT_LEAST(3, 0, 0) // iojs3
#  define NEW_BUFFER(...) node::Buffer::New(ISOLATE __VA_ARGS__).ToLocalChecked()
# else
#  define NEW_BUFFER(...) node::Buffer::New(ISOLATE __VA_ARGS__)
# endif

# define RETURN_VAL(v) { args.GetReturnValue().Set(v); return; }
# define RETURN_UNDEF return
# define ISOLATE isolate,
//# define MARK_EXT_MEM isolate->AdjustAmountOfExternalAllocatedMemory
# define MARK_EXT_MEM(x)

#else
// for node 0.10.x
#define FUNC(name) static Handle<Value> name(const Arguments& args)
#define FUNC_START HandleScope scope"
yencode	1.2.4	V8_NODE_BUFFER	package/src/yencode.cc	88	node::Buffer::New(	"# define RETURN_VAL(v) { args.GetReturnValue().Set(v); return; }
# define RETURN_UNDEF return
# define ISOLATE isolate,
//# define MARK_EXT_MEM isolate->AdjustAmountOfExternalAllocatedMemory
# define MARK_EXT_MEM(x)

#else
// for node 0.10.x
#define FUNC(name) static Handle<Value> name(const Arguments& args)
#define FUNC_START HandleScope scope
#define NEW_STRING String::New
#define NEW_OBJECT Object::New()
#define NEW_BUFFER(...) Local<Object>::New(node::Buffer::New(ISOLATE __VA_ARGS__)->handle_)
#define ARG_TO_INT(a) (a)->ToInteger()->Value()
#define ARG_TO_BOOL(a) (a)->ToBoolean()->Value()

#define RETURN_ERROR(e) \
	return ThrowException(Exception::Error( \
		String::New(e)) \
	)
#define RETURN_VAL(v) return scope.Close(v)
#define RETURN_UNDEF RETURN_VAL( Undefined() )
#define ISOLATE
#define MARK_EXT_MEM V8::AdjustAmountOfExternalAllocatedMemory
#endif"
buffertools	2.1.6	V8_NODE_BUFFER	package/buffertools.cc	43	node::Buffer::New(	"using v8::Exception;
using v8::Handle;
using v8::Local;
using v8::Object;
using v8::String;
using v8::Value;

#if NODE_MAJOR_VERSION > 0 || NODE_MINOR_VERSION > 10
# define UNI_BOOLEAN_NEW(value)                                               \
    v8::Boolean::New(args.GetIsolate(), value)
# if NODE_MAJOR_VERSION >= 3
#  define UNI_BUFFER_NEW(size)                                                \
    node::Buffer::New(args.GetIsolate(), size).ToLocalChecked()
# else
#  define UNI_BUFFER_NEW(size)                                                \
    node::Buffer::New(args.GetIsolate(), size)
# endif  // NODE_MAJOR_VERSION >= 3
# define UNI_CONST_ARGUMENTS(name)                                            \
    const v8::FunctionCallbackInfo<v8::Value>& name
# define UNI_ESCAPE(value)                                                    \
    return handle_scope.Escape(value)
# define UNI_ESCAPABLE_HANDLESCOPE()                                          \
    v8::EscapableHandleScope handle_scope(args.GetIsolate())
# define UNI_FUNCTION_CALLBACK(name)                                          \
    void name(const v8::FunctionCallbackInfo<v8::Value>& args)"
buffertools	2.1.6	V8_NODE_BUFFER	package/buffertools.cc	46	node::Buffer::New(	"using v8::Object;
using v8::String;
using v8::Value;

#if NODE_MAJOR_VERSION > 0 || NODE_MINOR_VERSION > 10
# define UNI_BOOLEAN_NEW(value)                                               \
    v8::Boolean::New(args.GetIsolate(), value)
# if NODE_MAJOR_VERSION >= 3
#  define UNI_BUFFER_NEW(size)                                                \
    node::Buffer::New(args.GetIsolate(), size).ToLocalChecked()
# else
#  define UNI_BUFFER_NEW(size)                                                \
    node::Buffer::New(args.GetIsolate(), size)
# endif  // NODE_MAJOR_VERSION >= 3
# define UNI_CONST_ARGUMENTS(name)                                            \
    const v8::FunctionCallbackInfo<v8::Value>& name
# define UNI_ESCAPE(value)                                                    \
    return handle_scope.Escape(value)
# define UNI_ESCAPABLE_HANDLESCOPE()                                          \
    v8::EscapableHandleScope handle_scope(args.GetIsolate())
# define UNI_FUNCTION_CALLBACK(name)                                          \
    void name(const v8::FunctionCallbackInfo<v8::Value>& args)
# define UNI_HANDLESCOPE()                                                    \
    v8::HandleScope handle_scope(args.GetIsolate())
# define UNI_INTEGER_NEW(value)                                               \"
buffertools	2.1.6	V8_NODE_BUFFER	package/buffertools.cc	82	node::Buffer::New(	"    do {                                                                      \
      args.GetIsolate()->ThrowException(                                      \
          type(v8::String::NewFromUtf8(args.GetIsolate(), message)));         \
      return;                                                                 \
    } while (0)
# define UNI_THROW_EXCEPTION(type, message)                                   \
    args.GetIsolate()->ThrowException(                                        \
        type(v8::String::NewFromUtf8(args.GetIsolate(), message)));
#else  // NODE_MAJOR_VERSION > 0 || NODE_MINOR_VERSION > 10
# define UNI_BOOLEAN_NEW(value)                                               \
    v8::Local<v8::Boolean>::New(v8::Boolean::New(value))
# define UNI_BUFFER_NEW(size)                                                 \
    v8::Local<v8::Object>::New(node::Buffer::New(size)->handle_)
# define UNI_CONST_ARGUMENTS(name)                                            \
    const v8::Arguments& name
# define UNI_ESCAPE(value)                                                    \
    return handle_scope.Close(value)
# define UNI_ESCAPABLE_HANDLESCOPE()                                          \
    v8::HandleScope handle_scope
# define UNI_FUNCTION_CALLBACK(name)                                          \
    v8::Handle<v8::Value> name(const v8::Arguments& args)
# define UNI_HANDLESCOPE()                                                    \
    v8::HandleScope handle_scope
# define UNI_INTEGER_NEW(value)                                               \
    v8::Integer::New(value)"
